exportedTimestamp,subscriptionId,subscriptionName,resourceGroup,resourceType,resourceName,resourceId,recommendationId,recommendationName,recommendationDisplayName,description,remediationSteps,severity,state,notApplicableReason,controls,azurePortalRecommendationLink
2020-11-15T04:36:27.989Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,RG1-SCIOH,virtualmachines,cmapp1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/RG1-SCIOH/providers/Microsoft.Compute/virtualMachines/cmapp1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/RG1-SCIOH/providers/Microsoft.Compute/virtualMachines/cmapp1/providers/Microsoft.Security/assessments/ffff0522-1e88-47fc-8382-2a80ba848f5d,ffff0522-1e88-47fc-8382-2a80ba848f5d,A vulnerability assessment solution should be enabled on your virtual machines,Install the extension to enable a vulnerability assessment solution on your virtual machines.,"To remediate with a single click, in the Unhealthy resources tab (below), select the resources, and click 'Remediate'. Read the remediation details in the confirmation box, insert the relevant parameters if required and approve the remediation. Note: It can take several hours after remediation completes to see the resources in the ‘healthy resources’",Medium,Unhealthy,,"{""Remediate vulnerabilities"":""05daab2e-f074-4601-ac10-aadf5c9c50f6""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/ffff0522-1e88-47fc-8382-2a80ba848f5d/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourceGroups%2fRG1-SCIOH%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fcmapp1
2020-11-15T04:36:27.989Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,RG1-SCIOH,virtualmachines,cmapp2,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/RG1-SCIOH/providers/Microsoft.Compute/virtualMachines/cmapp2,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/RG1-SCIOH/providers/Microsoft.Compute/virtualMachines/cmapp2/providers/Microsoft.Security/assessments/ffff0522-1e88-47fc-8382-2a80ba848f5d,ffff0522-1e88-47fc-8382-2a80ba848f5d,A vulnerability assessment solution should be enabled on your virtual machines,Install the extension to enable a vulnerability assessment solution on your virtual machines.,"To remediate with a single click, in the Unhealthy resources tab (below), select the resources, and click 'Remediate'. Read the remediation details in the confirmation box, insert the relevant parameters if required and approve the remediation. Note: It can take several hours after remediation completes to see the resources in the ‘healthy resources’",Medium,Unhealthy,,"{""Remediate vulnerabilities"":""05daab2e-f074-4601-ac10-aadf5c9c50f6""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/ffff0522-1e88-47fc-8382-2a80ba848f5d/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourceGroups%2fRG1-SCIOH%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fcmapp2
2020-11-15T04:36:27.989Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,RG1-SCIOH,virtualmachines,cmwks1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/RG1-SCIOH/providers/Microsoft.Compute/virtualMachines/cmwks1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/RG1-SCIOH/providers/Microsoft.Compute/virtualMachines/cmwks1/providers/Microsoft.Security/assessments/ffff0522-1e88-47fc-8382-2a80ba848f5d,ffff0522-1e88-47fc-8382-2a80ba848f5d,A vulnerability assessment solution should be enabled on your virtual machines,Install the extension to enable a vulnerability assessment solution on your virtual machines.,"To remediate with a single click, in the Unhealthy resources tab (below), select the resources, and click 'Remediate'. Read the remediation details in the confirmation box, insert the relevant parameters if required and approve the remediation. Note: It can take several hours after remediation completes to see the resources in the ‘healthy resources’",Medium,Unhealthy,,"{""Remediate vulnerabilities"":""05daab2e-f074-4601-ac10-aadf5c9c50f6""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/ffff0522-1e88-47fc-8382-2a80ba848f5d/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourceGroups%2fRG1-SCIOH%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fcmwks1
2020-11-15T04:36:27.989Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualmachines,cmapp1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/rg1-scioh/providers/Microsoft.Compute/virtualMachines/cmapp1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/rg1-scioh/providers/Microsoft.Compute/virtualMachines/cmapp1/providers/Microsoft.Security/assessments/f9f0eed0-f143-47bf-b856-671ea2eeed62,f9f0eed0-f143-47bf-b856-671ea2eeed62,Adaptive Network Hardening recommendations should be applied on internet facing virtual machines,"Azure Security Center has analyzed the internet traffic communication patterns of the virtual machines listed below, and determined that the existing rules in the NSGs associated to them are overly permissive, resulting in an increased potential attack surface.This typically occurs when this IP address doesn't communicate regularly with this resource. Alternatively, the IP address has been flagged as malicious by Security Center's threat intelligence sources. learn more","To harden the Network Security Group traffic rules, enforce the recommended rules by following the steps below or manually edit the rules directly on the Network Security Group:Select a VM from the list below, or click ""Take action"" if you've arrived from a specific VM's recommendation blade.Click the ""Rules"" tab.If you want to modify a recommended rule's parameters:In the rule that you want to change, select the three dots and select ""Edit rule"". The ""Edit rule"" blade opens.Modify the parameters that you want to change and click ""Save"". The blade closes.If you want to create a new rule:Click ""Add rule"" (in the top left corner). The ""Edit rule"" blade opens.Fill in the parameters and click ""Add rule"". The blade closes and the new rule is listed in the Rules tab.Select the rules that you want to apply (including any rules that you edited or added) and click ""Enforce"".",High,NotApplicable,NSLessThanMinimalNetworkActivityTime,"{""Restrict unauthorized network access"":""f9d5432b-8f7b-45e9-b90c-e214a30f6a02""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f9f0eed0-f143-47bf-b856-671ea2eeed62/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourceGroups%2frg1-scioh%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fcmapp1
2020-11-15T04:36:27.990Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualmachines,cmapp2,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/rg1-scioh/providers/Microsoft.Compute/virtualMachines/cmapp2,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/rg1-scioh/providers/Microsoft.Compute/virtualMachines/cmapp2/providers/Microsoft.Security/assessments/f9f0eed0-f143-47bf-b856-671ea2eeed62,f9f0eed0-f143-47bf-b856-671ea2eeed62,Adaptive Network Hardening recommendations should be applied on internet facing virtual machines,"Azure Security Center has analyzed the internet traffic communication patterns of the virtual machines listed below, and determined that the existing rules in the NSGs associated to them are overly permissive, resulting in an increased potential attack surface.This typically occurs when this IP address doesn't communicate regularly with this resource. Alternatively, the IP address has been flagged as malicious by Security Center's threat intelligence sources. learn more","To harden the Network Security Group traffic rules, enforce the recommended rules by following the steps below or manually edit the rules directly on the Network Security Group:Select a VM from the list below, or click ""Take action"" if you've arrived from a specific VM's recommendation blade.Click the ""Rules"" tab.If you want to modify a recommended rule's parameters:In the rule that you want to change, select the three dots and select ""Edit rule"". The ""Edit rule"" blade opens.Modify the parameters that you want to change and click ""Save"". The blade closes.If you want to create a new rule:Click ""Add rule"" (in the top left corner). The ""Edit rule"" blade opens.Fill in the parameters and click ""Add rule"". The blade closes and the new rule is listed in the Rules tab.Select the rules that you want to apply (including any rules that you edited or added) and click ""Enforce"".",High,Healthy,,"{""Restrict unauthorized network access"":""f9d5432b-8f7b-45e9-b90c-e214a30f6a02""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f9f0eed0-f143-47bf-b856-671ea2eeed62/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourceGroups%2frg1-scioh%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fcmapp2
2020-11-15T04:36:27.990Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualmachines,cmwks1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/rg1-scioh/providers/Microsoft.Compute/virtualMachines/cmwks1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourceGroups/rg1-scioh/providers/Microsoft.Compute/virtualMachines/cmwks1/providers/Microsoft.Security/assessments/f9f0eed0-f143-47bf-b856-671ea2eeed62,f9f0eed0-f143-47bf-b856-671ea2eeed62,Adaptive Network Hardening recommendations should be applied on internet facing virtual machines,"Azure Security Center has analyzed the internet traffic communication patterns of the virtual machines listed below, and determined that the existing rules in the NSGs associated to them are overly permissive, resulting in an increased potential attack surface.This typically occurs when this IP address doesn't communicate regularly with this resource. Alternatively, the IP address has been flagged as malicious by Security Center's threat intelligence sources. learn more","To harden the Network Security Group traffic rules, enforce the recommended rules by following the steps below or manually edit the rules directly on the Network Security Group:Select a VM from the list below, or click ""Take action"" if you've arrived from a specific VM's recommendation blade.Click the ""Rules"" tab.If you want to modify a recommended rule's parameters:In the rule that you want to change, select the three dots and select ""Edit rule"". The ""Edit rule"" blade opens.Modify the parameters that you want to change and click ""Save"". The blade closes.If you want to create a new rule:Click ""Add rule"" (in the top left corner). The ""Edit rule"" blade opens.Fill in the parameters and click ""Add rule"". The blade closes and the new rule is listed in the Rules tab.Select the rules that you want to apply (including any rules that you edited or added) and click ""Enforce"".",High,Healthy,,"{""Restrict unauthorized network access"":""f9d5432b-8f7b-45e9-b90c-e214a30f6a02""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f9f0eed0-f143-47bf-b856-671ea2eeed62/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourceGroups%2frg1-scioh%2fproviders%2fMicrosoft.Compute%2fvirtualMachines%2fcmwks1
2020-11-15T04:36:27.990Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualnetworks,vnet1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.network/virtualnetworks/vnet1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.network/virtualnetworks/vnet1/providers/Microsoft.Security/assessments/f67fb4ed-d481-44d7-91e5-efadf504f74a,f67fb4ed-d481-44d7-91e5-efadf504f74a,Virtual networks should be protected by Azure Firewall,"Some of your virtual networks aren't protected with a firewall. Use Azure Firewall to restricting access to your virtual networks and prevent potential threats. To learn more about Azure Firewall,  Click here","To protect your virtual networks with Azure Firewall: 1. From the list below, select a network. Or select Take action if you've arrived here from a specific virtual network page. 2. Follow the Azure Firewall deployment instructions. Make sure to configure all default routes properly.Important: Azure Firewall is billed separately from Azure Security Center. Learn more about Azure Firewall pricing.",Low,Unhealthy,,"{""Restrict unauthorized network access"":""f9d5432b-8f7b-45e9-b90c-e214a30f6a02""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f67fb4ed-d481-44d7-91e5-efadf504f74a/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourcegroups%2frg1-scioh%2fproviders%2fmicrosoft.network%2fvirtualnetworks%2fvnet1
2020-11-15T04:36:27.990Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualmachines,cmapp1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.compute/virtualmachines/cmapp1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.compute/virtualmachines/cmapp1/providers/Microsoft.Security/assessments/f2f595ec-5dc6-68b4-82ef-b63563e9c610,f2f595ec-5dc6-68b4-82ef-b63563e9c610,Azure Backup should be enabled for virtual machines,"Protect the data on your Azure virtual machines with Azure Backup.Azure Backup is an Azure-native, cost-effective, data protection solution.It creates recovery points that are stored in geo-redundant recovery vaults.When you restore from a recovery point, you can restore the whole VM or specific files.","1. To enable Azure Backup for an individual virtual machine, navigate to the virtual machine on the Azure portal and select 'Backup' from the menu.In the screen that appears, you can then choose to backup the machine to a new or existing Recovery Services vault in the same location and subscription.Learn more at https://aka.ms/AzureVMBackupDoc 2. To enable Azure Backup for virtual machines at scale, you can assign the policy 'Configure backup on VMs of a location to an existing central Vault in the same location' to a given scope.This policy can be assigned to one subscription-location pair at a time.Learn more at http://aka.ms/AzureBackupVMGovernance",Low,Unhealthy,,"{""Implement security best practices"":""76763537-9feb-42d3-b4f4-78c01117be80""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f2f595ec-5dc6-68b4-82ef-b63563e9c610/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourcegroups%2frg1-scioh%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fcmapp1
2020-11-15T04:36:27.990Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualmachines,cmapp2,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.compute/virtualmachines/cmapp2,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.compute/virtualmachines/cmapp2/providers/Microsoft.Security/assessments/f2f595ec-5dc6-68b4-82ef-b63563e9c610,f2f595ec-5dc6-68b4-82ef-b63563e9c610,Azure Backup should be enabled for virtual machines,"Protect the data on your Azure virtual machines with Azure Backup.Azure Backup is an Azure-native, cost-effective, data protection solution.It creates recovery points that are stored in geo-redundant recovery vaults.When you restore from a recovery point, you can restore the whole VM or specific files.","1. To enable Azure Backup for an individual virtual machine, navigate to the virtual machine on the Azure portal and select 'Backup' from the menu.In the screen that appears, you can then choose to backup the machine to a new or existing Recovery Services vault in the same location and subscription.Learn more at https://aka.ms/AzureVMBackupDoc 2. To enable Azure Backup for virtual machines at scale, you can assign the policy 'Configure backup on VMs of a location to an existing central Vault in the same location' to a given scope.This policy can be assigned to one subscription-location pair at a time.Learn more at http://aka.ms/AzureBackupVMGovernance",Low,Unhealthy,,"{""Implement security best practices"":""76763537-9feb-42d3-b4f4-78c01117be80""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f2f595ec-5dc6-68b4-82ef-b63563e9c610/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourcegroups%2frg1-scioh%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fcmapp2
2020-11-15T04:36:27.990Z,83bca504-acc3-4d27-914b-829ac94da566,Azure subscription 1,rg1-scioh,virtualmachines,cmwks1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.compute/virtualmachines/cmwks1,/subscriptions/83bca504-acc3-4d27-914b-829ac94da566/resourcegroups/rg1-scioh/providers/microsoft.compute/virtualmachines/cmwks1/providers/Microsoft.Security/assessments/f2f595ec-5dc6-68b4-82ef-b63563e9c610,f2f595ec-5dc6-68b4-82ef-b63563e9c610,Azure Backup should be enabled for virtual machines,"Protect the data on your Azure virtual machines with Azure Backup.Azure Backup is an Azure-native, cost-effective, data protection solution.It creates recovery points that are stored in geo-redundant recovery vaults.When you restore from a recovery point, you can restore the whole VM or specific files.","1. To enable Azure Backup for an individual virtual machine, navigate to the virtual machine on the Azure portal and select 'Backup' from the menu.In the screen that appears, you can then choose to backup the machine to a new or existing Recovery Services vault in the same location and subscription.Learn more at https://aka.ms/AzureVMBackupDoc 2. To enable Azure Backup for virtual machines at scale, you can assign the policy 'Configure backup on VMs of a location to an existing central Vault in the same location' to a given scope.This policy can be assigned to one subscription-location pair at a time.Learn more at http://aka.ms/AzureBackupVMGovernance",Low,Unhealthy,,"{""Implement security best practices"":""76763537-9feb-42d3-b4f4-78c01117be80""}",https://portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f2f595ec-5dc6-68b4-82ef-b63563e9c610/resourceId/%2fsubscriptions%2f83bca504-acc3-4d27-914b-829ac94da566%2fresourcegroups%2frg1-scioh%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fcmwks1
