"exportedTimestamp","complianceStandard","complianceControl","complianceControlName","complianceState","subscriptionId","subscriptionName","resourceGroup","resourceType","resourceName","resourceId","recommendationId","recommendationName","recommendationDisplayName","description","remediationSteps","severity","state","notApplicableReason","azurePortalRecommendationLink"
"2020-12-26T17:04:08.493Z","NIST SP 800 53 R4","AC.17.1","Automated Monitoring / Control","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","sites","cmwebnhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.web/sites/cmwebnhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.web/sites/cmwebnhd4gqhambqds/providers/Microsoft.Security/assessments/64b8637e-4e1d-76a9-0fc9-c1e487a97ed8","64b8637e-4e1d-76a9-0fc9-c1e487a97ed8","Remote debugging should be turned off for Web Applications","Remote debugging requires inbound ports to be opened on a web application. Remote debugging is currently enabled. If you no longer need to use remote debugging, it should be turned off.","To turn off remote debugging, we recommend the following steps:<br>1. Go to the app service applications settings page<br>2. In the remote debugging toggle select Off<br>3. Click Save","Low","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/64b8637e-4e1d-76a9-0fc9-c1e487a97ed8/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.web%2fsites%2fcmwebnhd4gqhambqds"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.2.*","Additional assessments for AC.2 - Account Management","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/e52064aa-6853-e252-a11e-dffc675689c2","e52064aa-6853-e252-a11e-dffc675689c2","Deprecated accounts with owner permissions should be removed from your subscription","User accounts that have been blocked from signing in, should be removed from your subscriptions.<br>These accounts can be targets for attackers looking to find ways to access your data without being noticed.","To remove blocked user accounts:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The list of blocked user accounts opens.<br>Click 'Continue'. The Access control (IAM) page opens.<br>In the Access control page:<br>1. Click the 'Role assignments' tab.<br>2. Search and select the users that were in the list of blocked user accounts that require removal. You can scroll back to the left to see the list.<br>3. Click 'Remove'.","High","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/e52064aa-6853-e252-a11e-dffc675689c2/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.2.*","Additional assessments for AC.2 - Account Management","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/00c6d40b-e990-6acf-d4f3-471e747a27c4","00c6d40b-e990-6acf-d4f3-471e747a27c4","Deprecated accounts should be removed from your subscription","User accounts that have been blocked from signing in, should be removed from your subscriptions.<br>These accounts can be targets for attackers looking to find ways to access your data without being noticed.","To remove blocked user accounts:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The list of blocked user accounts opens.<br>Click 'Continue'. The Access control (IAM) page opens.<br>In the Access control page:<br>1. Click the 'Role assignments' tab.<br>2. Search and select the users that were in the list of blocked user accounts that require removal. You can scroll back to the left to see the list.<br>3. Click 'Remove'.","High","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/00c6d40b-e990-6acf-d4f3-471e747a27c4/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.2.*","Additional assessments for AC.2 - Account Management","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/04e7147b-0deb-9796-2e5c-0336343ceb3d","04e7147b-0deb-9796-2e5c-0336343ceb3d","External accounts with write permissions should be removed from your subscription","Accounts with write permissions that have different domain names (external accounts), should be removed from your subscription. This prevents unmonitored access. These accounts can be targets for attackers looking to find ways to access your data without being noticed.","To remove external accounts:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The list of external user accounts that require access removal opens.<br>Click 'Continue'. The Access control (IAM) page opens.<br>In the Access control page:<br>1. Click the 'Role assignments'<br>2. Search and select the users that were in the list of user accounts that require removal. You can scroll back to the left to see the list.<br>3. Click 'Remove'.","High","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/04e7147b-0deb-9796-2e5c-0336343ceb3d/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.2.*","Additional assessments for AC.2 - Account Management","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/a8c6a4ad-d51e-88fe-2979-d3ee3c864f8b","a8c6a4ad-d51e-88fe-2979-d3ee3c864f8b","External accounts with read permissions should be removed from your subscription","Accounts with read permissions that have different domain names (external accounts), should be removed from your subscription. This prevents unmonitored access. These accounts can be targets for attackers looking to find ways to access your data without being noticed.","To remove external accounts:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The list of external user accounts that require access removal opens.<br>Click 'Continue'. The Access control (IAM) page opens.<br>In the Access control page:<br>1. Click the 'Role assignments'<br>2. Search and select the users that were in the list of user accounts that require removal. You can scroll back to the left to see the list.<br>3. Click 'Remove'.","High","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/a8c6a4ad-d51e-88fe-2979-d3ee3c864f8b/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.2.*","Additional assessments for AC.2 - Account Management","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/c3b6ae71-f1f0-31b4-e6c1-d5951285d03d","c3b6ae71-f1f0-31b4-e6c1-d5951285d03d","External accounts with owner permissions should be removed from your subscription","Accounts with owner permissions that have different domain names (external accounts), should be removed from your subscription. This prevents unmonitored access. These accounts can be targets for attackers looking to find ways to access your data without being noticed.","To remove external accounts:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The list of external user accounts that require access removal opens.<br>Click 'Continue'. The Access control (IAM) page opens.<br>In the Access control page:<br>1. Click the 'Role assignments'<br>2. Search and select the users that were in the list of user accounts that require removal. You can scroll back to the left to see the list.<br>3. Click 'Remove'.","High","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/c3b6ae71-f1f0-31b4-e6c1-d5951285d03d/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.2.7","Role-Based Schemes","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","servers","cmsql1-nhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.sql/servers/cmsql1-nhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/Microsoft.Sql/servers/cmsql1-nhd4gqhambqds/providers/Microsoft.Security/assessments/f0553104-cfdb-65e6-759c-002812e38500","f0553104-cfdb-65e6-759c-002812e38500","An Azure Active Directory administrator should be provisioned for SQL servers","Provision an Azure AD administrator for your SQL server to enable Azure AD authentication. Azure AD authentication enables simplified permission management and centralized identity management of database users and other Microsoft services.","To provision an Azure AD administrator for SQL server, see <a target='blank' href='https://docs.microsoft.com/azure/sql-database/sql-database-aad-authentication-configure'>Configure and manage Azure Active Directory authentication with SQL Database, Managed Instance, or SQL Data Warehouse</a>","High","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/f0553104-cfdb-65e6-759c-002812e38500/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fMicrosoft.Sql%2fservers%2fcmsql1-nhd4gqhambqds"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.4.*","Additional assessments for AC.4 - Information Flow Enforcement","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","sites","cmwebnhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.web/sites/cmwebnhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.web/sites/cmwebnhd4gqhambqds/providers/Microsoft.Security/assessments/df4d1739-47f0-60c7-1706-3731fea6ab03","df4d1739-47f0-60c7-1706-3731fea6ab03","CORS should not allow every resource to access your Web Applications","Cross-Origin Resource Sharing (CORS) should not allow all domains to access your web application. Allow only required domains to interact with your web app.","To allow only required domains to interact with your web app, we recommend the following steps:<br>1. Go to the app service CORS page<br>2. Remove the ""*"" defined and instead specify explicit origins that should be allowed to make cross-origin calls<br>3. Click Save","Low","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/df4d1739-47f0-60c7-1706-3731fea6ab03/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.web%2fsites%2fcmwebnhd4gqhambqds"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.6.7","Review of User Privileges","Passed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/6f90a6d6-d4d6-0794-0ec1-98fa77878c2e","6f90a6d6-d4d6-0794-0ec1-98fa77878c2e","A maximum of 3 owners should be designated for your subscription","It is recommended to designate up to {0} subscription owners in order to reduce the potential for breach by a compromised owner.","To remove owner permissions from user accounts on your subscription:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The Access control (IAM) page opens.<br>1. Click the Role assignments tab and set the 'Role' filter to 'Owner'.<br>2. Select the owners you want to remove.<br>3. Click Remove.","High","Healthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/6f90a6d6-d4d6-0794-0ec1-98fa77878c2e/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AC.6.7","Review of User Privileges","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","","subscriptions","","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/providers/Microsoft.Security/assessments/2c79b4af-f830-b61e-92b9-63dfa30f16e4","2c79b4af-f830-b61e-92b9-63dfa30f16e4","There should be more than one owner assigned to your subscription","Designate more than one subscription owner in order to have administrator access redundancy.","To add another account with owner permissions to your subscription:<br>Click a subscription from the list of subscriptions below or click 'Take action' if you are coming from a specific subscription.<br>The Access control (IAM) page opens.<br>1. Click 'Add' to open the Add role assignment pane.<br>If you don't have permissions to assign roles, the Add role assignment option will be disabled<br>1. In the 'Role' drop-down list, select the Owner role.<br>2. In the Select list, select a user.<br>3. Click Save.","High","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/2c79b4af-f830-b61e-92b9-63dfa30f16e4/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928"
